datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-09-25,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.004115224
2025-09-26,998606.1849859238,4.661160346586257e-17,929210.0093841553,0.9292100093841553,1393.815014076233,0.0013938150140762329,929210.0093841553,69396.17560176848,-0.012295067
2025-09-30,1046316.1764410019,0.047776583174027346,929210.0093841553,0.0,1393.815014076233,0.0,976920.0008392334,69396.17560176848,0.010373473
2025-10-01,1065059.06789608,0.0185030030988627,1340610.0093841553,0.39318898939263164,2010.915014076233,0.0005897834840889476,1052079.9922943115,12979.075601768476,-0.01129359
2025-10-02,1100042.7268697738,0.03343477844110195,1758180.001449585,0.3920627546886187,2637.2700021743776,0.000588094132032928,1084559.9983215332,15482.728548240644,-0.0020768642
2025-10-03,1147222.7302267074,0.04288924621245089,1758180.001449585,0.0,2637.2700021743776,0.0,1131740.0016784668,15482.728548240644,0.008324623
2025-10-07,1206782.726640892,0.05191668090677969,1758180.001449585,0.0,2637.2700021743776,0.0,1191299.9980926514,15482.728548240644,-0.010319889
2025-10-08,1200338.3114828109,-0.0047398674440782135,2241130.001449585,0.40019631482819,3361.6950021743774,0.0006002944722422848,1186930.0079345703,13408.303548240627,0.021897793
2025-10-09,1236122.9230329513,0.03041640943024096,2724709.9925994873,0.40286974640717976,4087.0649888992307,0.0006043046196107694,1218659.9983215332,17462.924711418105,-0.0010204315
2025-10-13,1229757.9649755477,-0.0046516427951276505,3134680.504989624,0.33165836888149686,4702.020757484435,0.0004974875533222449,1214880.5084228516,14877.456552696181,0.029622078
2025-10-14,1163054.634998989,-0.0537616155006085,3527717.2414779663,0.31960495291132945,5291.575862216949,0.0004794074293669942,1151909.991645813,11144.64335317607,-0.0059523582
2025-10-15,1159799.6423232078,-0.0027986584446087343,3527717.2414779663,0.0,5291.575862216949,0.0,1148654.9989700317,11144.64335317607,-0.014970005
2025-10-16,1242351.99126873,0.07171928530945748,3946152.2441864014,0.3607821449834759,5919.228366279602,0.0005411732174752142,1226399.9977111816,15951.99355754847,0.0030394793
2025-10-17,1271433.7531484603,0.023986766291590515,4424982.235336304,0.3854221625715798,6637.473353004456,0.0005781332438573703,1251229.995727539,20203.75742092126,-0.0030303001
2025-10-20,1316333.950646019,0.03593581171975564,4951519.881820679,0.4141290454028817,7427.279822731019,0.0006211935681043227,1302617.628479004,13716.322167015052,-0.014184415
2025-10-21,1305368.4696077346,-0.007719747748859,5487329.872512817,0.4070471557990117,8230.994808769226,0.0006105707336985174,1288565.8531188965,16802.61648883816,-0.011305213
2025-10-22,1332331.0356866836,0.021283167738057523,6033869.885635376,0.41868639073747105,9050.804828453065,0.0006280295861062072,1317488.2331848145,14842.802501869155,0.00623703
2025-10-23,1319909.497867012,-0.00886525758864384,6440589.882278442,0.30526947564007084,9660.884823417664,0.0004579042134601057,1306396.7720031738,13512.72586383816,0.010330558
2025-10-27,1350583.3378175735,0.02323935087983743,6440589.882278442,0.0,9660.884823417664,0.0,1337070.6119537354,13512.72586383816,-0.0061349273
2025-10-28,1362329.3265054703,0.00925002430125219,6938549.887466431,0.36869994708556736,10407.824831199647,0.0005530499206283513,1347323.5458374023,15005.78066806792,-0.009259224
2025-10-29,1373071.461931801,0.008405130240640052,7410829.88319397,0.3466709455187249,11116.244824790956,0.0005200064182780879,1354494.1055297852,18577.356402015663,0.0041537285
2025-10-30,1345721.2082780837,-0.01967163720791813,7637289.879226685,0.16492950462614953,11455.934818840029,0.0002473942569392248,1101023.5458374023,244697.66244068142,0.0
2025-10-31,1328060.819388771,-0.01224010674641207,8429701.64527893,0.5888379860388585,12644.552467918398,0.0008832569790582878,1298140.0085449219,29920.81084384909,-0.0020682216
2025-11-03,1334785.1223695753,0.0055419095823821644,8853494.97871399,0.31910687164922613,13280.242468070986,0.0004786603074738394,1308373.324584961,26411.797784614464,0.010362625
